u_g g_r r_i i_z classe
0.269000000000002 0.181000000000001 0.0440000000000005 0.174999999999997 1
0.158999999999999 0.282 0.0549999999999997 0.143000000000001 1
0.207999999999998 -0.0159999999999982 0.108000000000001 0.154 1
0.548999999999999 0.317 0.0459999999999994 -0.0209999999999972 1
0.0130000000000017 0.0300000000000011 0.262 -0.118000000000002 1
0.0899999999999999 0.248000000000001 -0.00900000000000034 -0.0950000000000024 1
0.216999999999999 0.0820000000000007 0.233000000000001 0.027000000000001 1
0.440999999999999 0.0240000000000009 0.0160000000000018 0.036999999999999 1
0.434999999999999 0.0620000000000012 0.186 -0.100999999999999 1
0.0069999999999979 0.177 0.0420000000000016 0.503 1
0.350000000000001 -0.114000000000001 0.178999999999998 0.237000000000002 1
0.0110000000000028 0.186 0.497999999999998 -0.123999999999999 1
0.840999999999998 0.386000000000003 -0.175000000000001 0.186 1
0.338999999999999 0.186 0.00700000000000145 -0.00100000000000122 1
0.377999999999997 0.282 0.0550000000000033 0.311 1
0.0850000000000009 0.0410000000000004 0.219999999999999 -0.0859999999999985 1
0.503999999999998 0.349 0.434000000000001 0.257999999999999 1
0.713000000000001 0.242000000000001 0.120999999999999 -0.0129999999999981 1
0.654 0.204000000000001 0.370000000000001 -0.00400000000000134 1
0.382999999999999 0.0489999999999995 -0.0249999999999986 0.0399999999999991 1
0.0399999999999991 0.445 -0.0309999999999988 0.00299999999999656 1
0.212 0.271000000000001 0.0570000000000022 0.00600000000000023 1
1.06 2.311 0.999000000000002 0.469999999999999 1
0.16 -0.027000000000001 0.246000000000002 -0.0950000000000024 1
0.0820000000000007 0.0379999999999967 0.334000000000003 -0.0450000000000017 1
0.468 0.342000000000002 0.0069999999999979 0.220000000000002 1
0.0350000000000001 0.202999999999999 -0.110999999999997 0.216999999999999 1
0.439999999999998 0.0910000000000011 0.0160000000000018 0.142999999999997 1
0.318000000000001 0.405999999999999 0.191000000000003 0.117999999999999 1
0.0340000000000025 0.00300000000000011 0.271999999999998 -0.117000000000001 1
0.16 0.442 0.0509999999999984 -0.152000000000001 1
0.574000000000002 0.366 -0.017000000000003 0.300000000000001 1
0.399999999999999 0.119 0.170000000000002 -0.0259999999999998 1
-0.173999999999999 0.260999999999999 0.140000000000001 0.0210000000000008 1
0.0199999999999996 0.145 0.274000000000001 0.126000000000001 1
0.105 0.256 0.428999999999998 0.0680000000000014 1
0.350000000000001 0.0579999999999998 0.177 -0.0120000000000005 1
0.492999999999999 0.164000000000001 0.206 0.467000000000002 1
0.248000000000001 0.184999999999999 0.301000000000002 0.0859999999999985 1
0.381999999999998 0.474 0.172000000000001 0.186 1
0.378999999999998 0.0510000000000019 0.209 0.0940000000000012 1
0.382000000000001 0.165999999999997 0.186 0.0670000000000002 1
0.0549999999999997 0.419999999999998 0.0489999999999995 0.0760000000000005 1
0.0339999999999989 0.00200000000000244 0.108999999999998 0.166 1
0.00900000000000034 0.512 -0.0380000000000003 -0.0339999999999989 1
0.254000000000001 0.239999999999998 0.0380000000000003 0.140000000000001 1
0.178999999999998 0.211000000000002 0.167999999999999 -0.0240000000000009 1
0.239000000000001 0.256999999999998 -0.0799999999999983 0.843999999999998 1
0.347000000000001 0.645 0.164000000000001 0.137999999999998 1
0.195999999999998 0.233000000000001 0.338000000000001 0.355 1
0.315999999999999 -0.0779999999999994 0.265000000000001 0.204999999999998 1
0.199999999999999 0.132000000000001 0.114999999999998 0.187999999999999 1
-0.0449999999999982 0.201999999999998 0.0519999999999996 -0.192 1
0.193999999999999 0.175999999999998 0.173000000000002 0.167999999999999 1
0.305999999999997 0.351000000000003 0.0960000000000001 0.0389999999999979 1
3.916 1.166 0.323999999999998 0.428000000000001 1
0.00100000000000122 -0.036999999999999 0.352999999999998 0.0300000000000011 1
0.475000000000001 0.442999999999998 0.126000000000001 0.0129999999999981 1
0.353999999999999 0.487000000000002 0.114999999999998 0.00200000000000244 1
-0.118000000000002 0.0970000000000013 0.167000000000002 0.109999999999999 1
0.106999999999999 -0.0309999999999988 0.34 0.256999999999998 1
0.401999999999997 0.0950000000000024 0.425999999999998 0.0510000000000019 1
0.41 0.129000000000001 -0.083000000000002 -0.0249999999999986 1
0.195 0.119999999999997 0.154 -0.0869999999999997 1
-0.114000000000001 0.319000000000003 0.0579999999999998 -0.0910000000000011 1
0.312999999999999 0.488 0.136000000000003 -0.00500000000000256 1
0.241 0.381999999999998 -0.0269999999999975 -0.0579999999999998 1
-0.201999999999998 3.388 1.444 0.0140000000000029 1
0.259999999999998 0.0560000000000009 -0.128 0.163 1
0.143000000000001 0.375999999999998 0.0210000000000008 -0.0670000000000002 1
0.604999999999997 0.251000000000001 0.327000000000002 0.395999999999997 1
0.122 0.101999999999997 0.222000000000001 -0.102 1
0.375 -0.0760000000000005 0.210000000000001 0.0459999999999994 1
0.478999999999999 0.277000000000001 0.309999999999999 0.131 1
0.0139999999999993 0.0619999999999976 0.389000000000003 0.230999999999998 1
0.302 0.160999999999998 0.127000000000002 0.0729999999999968 1
0.556000000000001 0.491 0.449999999999999 0.242000000000001 1
0.109999999999999 0.324000000000002 0.0910000000000011 0.0119999999999969 1
0.148999999999997 0.0110000000000028 0.128999999999998 0.364000000000001 1
0.323 0.116 0.284000000000002 -0.0630000000000024 1
0.0309999999999988 -0.032 0.315000000000001 0.369 1
0.405999999999999 -0.00999999999999801 0.0609999999999999 0.120999999999999 1
0.352 0.135999999999999 -0.00600000000000023 -0.00799999999999912 1
0.0159999999999982 0.216000000000001 0.206 0.0630000000000024 1
0.145 0.143000000000001 0.0889999999999986 0.119 1
0.372 0.118000000000002 0.0229999999999997 0.108999999999998 1
0.395 0.347999999999999 0.0650000000000013 0.128 1
0.395 0.329000000000001 -0.0839999999999996 -0.0820000000000007 1
0.366 0.464000000000002 0.381999999999998 0.0670000000000002 1
0.0530000000000008 0.288999999999998 0.0280000000000022 -0.0199999999999996 1
0.0690000000000026 0.369999999999997 -0.0429999999999993 -0.145 1
0.137 0.125 0.123999999999999 -0.0770000000000017 1
0.116 0.334000000000003 0.0649999999999977 0.0960000000000001 1
1.309 0.311999999999998 0.238 -0.0609999999999999 1
0.131999999999998 0.128 0.0730000000000004 -0.207999999999998 1
0.370000000000001 -0.120000000000001 0.236000000000001 -0.0350000000000001 1
0.0180000000000007 0.00600000000000023 0.282 -0.022000000000002 1
0.0549999999999997 0.361000000000001 0.0339999999999989 0.0330000000000013 1
0.335999999999999 0.022000000000002 0.197999999999997 0.0560000000000009 1
0.173999999999999 0.170999999999999 -0.0440000000000005 0.224 1
1.513 0.022000000000002 -0.0310000000000024 0.176000000000002 1
0.751999999999999 0.0399999999999991 0.0360000000000014 0.292999999999999 1
0.323999999999998 0.272000000000002 0.157 0.0399999999999991 1
0.534000000000002 0.253999999999998 0.0160000000000018 0.184999999999999 1
0.355 0.175000000000001 -0.00900000000000034 0.187000000000001 1
0.241999999999997 0.243000000000002 0.340999999999998 0.0700000000000003 1
0.315999999999999 0.16 0.305 -0.0569999999999986 1
1.359 0.343 0.0960000000000001 0.658999999999999 1
0.204000000000001 0.116 0.245000000000001 0.120000000000001 1
0.428000000000001 0.553999999999998 0.103999999999999 0.576000000000001 1
0.372999999999998 0.218 0.237000000000002 -0.0259999999999998 1
0.594000000000001 -0.0340000000000025 0.0730000000000004 0.157 1
0.433 0.483000000000001 0.097999999999999 -0.0359999999999978 1
-0.105 0.00900000000000034 0.366 0.093 1
0.0300000000000011 0.00700000000000145 0.233999999999998 -0.0539999999999985 1
0.266000000000002 0.165999999999997 0.260000000000002 -0.036999999999999 1
-0.210000000000001 0.509 0.093 -0.222999999999999 1
1.735 0.138000000000002 0.0940000000000012 0.288999999999998 1
-0.0150000000000006 0.122 0.27 0.0120000000000005 1
0.780999999999999 0.0390000000000015 -0.032 0.356999999999999 1
0.725999999999999 0.393000000000001 0.0629999999999988 0.191000000000003 1
0.550000000000001 0.195 -0.032 0.137999999999998 1
0.280000000000001 0.117999999999999 0.239000000000001 -0.113 1
0.398 0.395 0.170000000000002 0.274000000000001 1
0.503 -0.088000000000001 0.280999999999999 -0.000999999999997669 1
0.23 0.139999999999997 0.387 -0.556999999999999 1
0.216999999999999 0.0629999999999988 0.242000000000001 0.0530000000000008 1
0.596 0.119999999999997 0.0740000000000016 0.116 1
0.308 0.104000000000003 0.242999999999999 -0.212 1
0.332000000000001 0.167999999999999 0.140000000000001 0.446999999999999 1
0.547999999999998 0.164999999999999 -0.0129999999999981 0.222999999999999 1
0.0820000000000007 0.170999999999999 0.146999999999998 0.264000000000003 1
0.175999999999998 -0.0440000000000005 0.157 0.0420000000000016 1
0.362000000000002 0.328999999999997 -0.00799999999999912 0.167000000000002 1
0.353999999999999 0.0760000000000005 0.0819999999999972 0.373000000000001 1
0.0519999999999996 0.102 0.366 -0.0839999999999996 1
0.265000000000001 -0.0550000000000033 0.419 0.199000000000002 1
0.417999999999999 0.302 0.329000000000001 0.0429999999999993 1
0.431999999999999 -0.00900000000000034 0.0350000000000001 0.0749999999999993 1
-0.0199999999999996 0.0539999999999985 0.0899999999999999 0.206 1
1.908 0.251000000000001 -0.109000000000002 0.111000000000001 1
0.207000000000001 0.358999999999998 -0.108999999999998 0.260999999999999 1
0.153000000000002 0.263999999999999 -0.0310000000000024 -0.0259999999999998 1
0.207999999999998 -0.0500000000000007 -0.122 0.203000000000003 1
0.137999999999998 0.132999999999999 0.0870000000000033 -0.0420000000000016 1
3.414 2.978 -0.355 -0.102 1
0.460000000000001 0.411000000000001 0.100999999999999 0.0169999999999995 1
0.102 0.0700000000000003 0.0760000000000005 0.00799999999999912 1
0.565999999999999 0.236000000000001 0.297000000000001 -0.0609999999999999 1
0.075999999999997 0.032 0.158000000000001 0.120000000000001 1
0.925000000000001 0.573999999999998 0.539999999999999 0.356000000000002 1
-0.107999999999997 0.0299999999999976 0.182000000000002 -0.161000000000001 1
0.199999999999999 -0.00600000000000023 0.225999999999999 0.377000000000002 1
0.184000000000001 0.103000000000002 0.232999999999997 0.0310000000000024 1
0.198999999999998 0.499000000000002 0.158999999999999 0.317 1
0.197000000000003 0.0879999999999974 0.16 0.286000000000001 1
-0.0180000000000007 0.175000000000001 -0.0340000000000025 -0.244999999999997 1
0.619 0.27 0.0799999999999983 0.165000000000003 1
0.130999999999997 0.0289999999999999 0.309000000000001 0.088000000000001 1
0.337 0.298000000000002 0.442999999999998 0 1
0.0919999999999987 0.0650000000000013 -0.100000000000001 0.0839999999999996 1
0.242000000000001 0.036999999999999 0.247 -0.0729999999999968 1
0.506 0.0269999999999975 0.182000000000002 -0.141000000000002 1
0.249000000000002 0.270999999999997 0.326000000000001 0.0510000000000019 1
0.104000000000003 -0.00300000000000011 0.183 0.233999999999998 1
0.332999999999998 0.226000000000003 0.288999999999998 0.0169999999999995 1
0.425000000000001 0.164999999999999 0.0549999999999997 0.274999999999999 1
3.014 0.334 0.0990000000000002 0.032 1
0.199000000000002 0.213999999999999 0.116 -0.0960000000000001 1
-0.0299999999999976 0.032 0.222999999999999 0.134 1
0.242000000000001 0.0749999999999993 0.0530000000000008 0.0779999999999994 1
2.196 0.0569999999999986 0.149000000000001 0.186 1
0.614000000000001 0.00899999999999679 -0.0409999999999968 0.227 1
0.138999999999999 0.323 0.0109999999999992 0.198 1
-0.0519999999999996 0.0749999999999993 0.301000000000002 0.0289999999999999 1
0.581000000000003 0.327999999999999 0.111000000000001 0.549999999999997 1
0.202000000000002 0.0390000000000015 0.195999999999998 -0.0219999999999985 1
0.258999999999997 0.017000000000003 -0.0120000000000005 0.105999999999998 1
-0.00300000000000011 0.301000000000002 0.231999999999999 0.172999999999998 1
0.365000000000002 0.391999999999999 0.0809999999999995 0.0130000000000017 1
-0.0509999999999984 0.244 0.164999999999999 -0.254999999999999 1
0.84 -0.0449999999999982 -0.127000000000002 0.602 1
0.247 -0.0069999999999979 0.00799999999999912 0.0120000000000005 1
0.423999999999999 0.16 -0.0420000000000016 0.260999999999999 1
0.23 0.103999999999999 0.152000000000001 0.116 1
-0.136999999999997 0.0519999999999996 0.282 0.279999999999998 1
0.117000000000001 0.172999999999998 0.484999999999999 0.0700000000000003 1
0.0129999999999981 0.151 0.305 0.0520000000000032 1
0.207999999999998 0.263999999999999 0.0169999999999995 0.692 1
-0.119999999999997 0.410999999999998 0.0380000000000003 -0.0150000000000006 1
0.0360000000000014 0.226999999999997 0.109000000000002 0.0429999999999993 1
3.068 0.535999999999998 0.127000000000002 0.142999999999997 1
0.131 0.0390000000000015 0.106999999999999 -0.0380000000000003 1
0.347000000000001 0.163999999999998 0.117000000000001 0.0869999999999997 1
0.341999999999999 0.155999999999999 0.136000000000003 0.215 1
0.309999999999999 -0.128 0.228999999999999 0.162000000000003 1
0.306999999999999 0.0539999999999985 0.0549999999999997 0.0460000000000029 1
0.698 0.343 0.459 0.471 1
0.279 0.315000000000001 0.0249999999999986 0.0150000000000006 1
0.158999999999999 0.197000000000003 0.137999999999998 0.414999999999999 1
0.0599999999999987 0.219000000000001 0.276999999999997 -0.0539999999999985 1
0.0620000000000012 0.105 0.16 -0.0150000000000006 1
0.143999999999998 0.173000000000002 0.0560000000000009 0.308999999999997 1
0.212999999999997 -0.00999999999999801 0.25 0.0249999999999986 1
0.188000000000002 -0.112000000000002 0.208000000000002 0.137 1
0.422000000000001 0.206 -0.0869999999999997 0.260999999999999 1
2.009 2.467 1.331 0.18 1
0.409000000000002 0.417999999999999 0.379999999999999 0.297000000000001 1
0.0160000000000018 0.203999999999997 0.0160000000000018 -0.0569999999999986 1
0.780000000000001 0.276999999999997 0.562000000000001 0.262 1
0.310000000000002 0.402999999999999 0.183 -0.0189999999999984 1
0.108999999999998 0.298000000000002 0.0679999999999978 0.504000000000001 1
0.173999999999999 0.0920000000000023 0.181999999999999 -0.227999999999998 1
1.036 0.407 0.359999999999999 0.341000000000001 1
0.516000000000002 0.448999999999998 -0.0169999999999995 -0.163 1
0.218 0.456 0.0109999999999992 0.254000000000001 1
0.0140000000000029 0.0990000000000002 0.420999999999999 -0.0470000000000006 1
0.945 0.0740000000000016 0.0249999999999986 0.0760000000000005 1
2.312 2.021 0.772000000000002 0.227999999999998 1
0.376000000000001 0.248000000000001 0.379999999999999 0.103999999999999 1
0.172999999999998 0.349 -0.0849999999999973 -0.093 1
0.0740000000000016 0.247 -0.119 -0.0680000000000014 1
0.5 0.238 0.405999999999999 0.365000000000002 1
0.145 0.0899999999999999 0.262 -0.0229999999999997 1
1.924 0.300999999999998 -0.437999999999999 0.146999999999998 1
0.277000000000001 0.327000000000002 0.506 0.197999999999997 1
0.127000000000002 0.140000000000001 0.070999999999998 0.233000000000001 1
0.0590000000000011 0.273 0.00700000000000145 -0.140000000000001 1
0.658999999999999 0.0360000000000014 0.143999999999998 0.315000000000001 1
0.247 0.34 0.0790000000000006 0.0139999999999993 1
-0.0370000000000026 0.128 0.134 -0.181999999999999 1
0.0269999999999975 -0.0819999999999972 0.326999999999998 0.105 1
